hashtag_id,tweet_id,hashtag
183,86,clearly
184,88,care
185,88,water
186,89,up
187,89,move
188,89,once
189,89,could
190,90,health
191,90,item
192,90,move
193,90,policy
194,91,inside
195,91,another
196,91,prepare
197,91,cold
198,92,page
199,92,successful
200,92,real
201,92,increase
202,93,cause
203,94,read
204,94,fund
205,94,two
206,94,great
207,95,blue
208,95,cold
209,95,force
210,95,federal
211,95,pay
212,96,open
213,96,prove
214,96,well
215,97,conference
216,97,cover
217,98,order
218,99,site
219,99,community
220,99,usually
221,99,apply
222,100,hit
223,100,unit
224,100,dog
225,102,reason
226,103,laugh
227,103,service
228,104,ability
229,104,way
230,105,around
231,105,leader
232,105,today
233,106,bag
234,106,high
235,106,letter
236,106,make
237,108,nothing
238,109,over
239,109,expect
240,109,give
241,110,baby
242,110,next
243,110,school
244,110,real
245,110,raise
246,112,middle
247,112,person
248,113,yourself
249,113,these
250,113,lot
251,113,pay
252,113,beyond
253,114,price
254,114,official
255,114,glass
256,114,guy
257,114,rock
258,115,hour
259,115,director
260,116,watch
261,116,fine
262,116,we
263,116,various
264,117,fill
265,119,avoid
266,121,forget
267,121,table
268,121,stay
269,121,professor
270,121,listen
271,122,sing
272,122,maybe
273,123,expert
274,123,small
275,123,next
276,124,provide
277,124,how
278,125,organization
279,126,whose
280,126,herself
281,126,thousand
282,126,individual
283,126,require
284,127,place
285,127,cultural
286,127,me
287,128,color
288,128,not
289,128,herself
290,128,threat
291,128,thousand
292,129,sport
293,129,and
294,131,audience
295,131,where
296,131,hold
297,131,step
298,131,cold
299,132,hear
300,132,wonder
301,132,know
302,132,now
303,133,find
304,133,job
305,133,become
306,133,thought
307,133,everyone
308,134,kind
309,134,capital
310,134,manage
311,134,so
312,134,section
313,135,day
314,135,attorney
315,137,practice
316,138,run
317,138,along
318,138,where
319,138,behavior
320,138,bring
321,139,attorney
322,139,mention
323,139,doctor
324,140,image
325,140,quality
326,140,cost
327,140,almost
328,140,ten
329,141,make
330,141,mouth
331,142,change
332,143,relationship
333,143,no
334,143,television
335,145,war
336,145,someone
337,145,player
338,146,that
339,146,girl
340,146,ahead
341,146,help
342,147,now
343,148,will
344,149,available
345,149,relationship
346,149,put
347,150,since
348,151,but
349,152,itself
350,152,set
351,152,throw
352,152,care
353,153,accept
354,153,consumer
355,153,field
356,153,cup
357,153,Mr
358,154,serve
359,154,same
360,154,main
361,155,detail
362,155,policy
363,155,among
364,155,seat
365,155,risk
366,156,candidate
367,156,protect
368,156,expert
369,156,join
370,156,who
371,157,my
372,157,cut
373,158,apply
374,158,both
375,159,local
376,159,win
377,159,film
378,159,share
379,161,expect
380,161,center
381,161,on
382,163,other
383,163,hold
384,163,interview
385,163,attention
386,164,test
387,164,station
388,164,return
389,164,loss
390,165,than
391,167,point
392,167,speech
393,167,matter
394,167,out
395,168,wind
396,168,although
397,170,whose
398,170,push
399,172,soldier
400,172,finish
401,172,issue
402,172,garden
403,172,try
404,173,thing
405,173,inside
406,174,yeah
407,174,she
408,174,stand
409,175,situation
410,175,eight
411,175,newspaper
412,175,foot
413,175,admit
414,176,air
415,177,evidence
416,177,fly
417,178,hour
418,178,staff
419,178,throw
420,178,subject
421,179,development
422,180,away
423,180,phone
424,180,prepare
425,181,war
426,181,hit
427,181,institution
428,182,create
429,182,surface
430,182,present
431,183,five
432,183,model
433,183,food
434,183,but
435,184,move
436,184,born
437,186,scene
438,186,method
439,186,summer
440,186,perhaps
441,187,us
442,187,season
443,187,form
444,187,car
445,187,push
446,189,eight
447,189,several
448,191,scientist
449,191,learn
450,191,growth
451,191,star
452,192,author
453,192,purpose
454,194,artist
455,194,couple
456,195,drug
457,195,share
458,195,physical
459,195,hot
460,196,while
461,196,some
462,196,step
463,196,officer
464,196,election
465,197,meeting
466,197,teach
467,198,practice
468,198,western
469,198,nothing
470,198,professional
471,200,into
472,201,yet
473,201,anything
474,201,affect
475,201,project
476,201,movie
477,202,wall
478,202,morning
479,202,work
480,202,enough
481,202,hour
482,203,little
483,203,whom
484,203,never
485,203,million
486,204,up
487,204,decade
488,205,general
489,205,total
490,205,step
491,205,letter
492,205,which
493,206,environmental
494,206,according
495,206,mission
496,206,lose
497,206,finish
498,207,or
499,207,once
500,207,camera
501,207,friend
502,208,early
503,208,lose
504,208,travel
505,209,new
506,209,green
507,209,enough
508,210,three
509,210,process
510,210,thing
511,210,organization
512,211,central
513,212,paper
514,212,charge
515,212,staff
516,213,then
517,213,meet
518,213,sister
519,214,side
520,214,address
521,214,attention
522,214,nor
523,214,reflect
524,215,beautiful
525,215,big
526,215,stay
527,215,remember
528,215,gas
529,216,high
530,217,stuff
531,217,high
532,217,theory
533,218,program
534,218,economic
535,218,include
536,218,realize
537,220,believe
538,222,small
539,223,risk
540,223,whom
541,223,management
542,223,white
543,224,reality
544,224,capital
545,225,full
546,226,half
547,227,someone
548,227,a
549,227,rock
550,227,under
551,228,city
552,228,short
553,228,game
554,232,rest
555,232,attack
556,233,door
557,233,southern
558,234,much
559,234,north
560,234,turn
561,236,friend
562,236,minute
563,236,military
564,237,local
565,237,seek
566,237,what
567,238,capital
568,238,night
569,238,like
570,239,manager
571,239,music
572,239,beyond
573,240,be
574,240,claim
575,240,control
576,241,professor
577,241,call
578,241,first
579,241,against
580,241,course
581,242,easy
582,242,building
583,242,listen
584,242,subject
585,243,itself
586,244,important
587,244,evening
588,245,appear
589,245,hair
590,245,admit
591,245,degree
592,247,close
593,247,brother
594,247,stand
595,248,break
596,249,former
597,250,white
598,250,control
599,250,not
600,250,management
601,250,option
602,251,certainly
603,252,information
604,253,water
605,254,student
606,254,form
607,254,white
608,255,measure
609,255,wear
610,255,me
611,255,government
612,256,onto
613,256,owner
614,256,result
615,257,whose
616,258,number
617,260,property
618,260,window
619,260,say
620,260,huge
621,260,environment
622,261,along
623,261,enter
624,262,public
625,262,see
626,262,east
627,262,human
628,262,hotel
629,263,when
630,264,ground
631,264,size
632,265,nearly
633,265,treat
634,265,without
635,265,voice
636,265,image
637,266,once
638,266,site
639,266,rest
640,266,notice
641,267,factor
642,267,author
643,268,rate
644,268,speech
645,268,position
646,268,mouth
647,268,message
648,269,source
649,269,begin
650,269,care
651,269,provide
652,269,husband
653,270,science
654,271,check
655,271,police
656,271,up
657,271,paper
658,272,crime
659,272,type
660,272,himself
661,272,politics
662,272,book
663,273,sing
664,273,part
665,275,past
666,275,else
667,276,scene
668,276,yet
669,277,nothing
670,277,forward
671,277,base
672,277,sport
673,277,court
674,279,know
675,281,glass
676,282,sea
677,282,easy
678,282,almost
679,282,reality
680,282,suddenly
681,283,card
682,283,wall
683,283,important
684,283,western
685,284,key
686,284,question
687,284,everybody
688,285,easy
689,285,score
690,286,kind
691,286,skin
692,286,choose
693,286,second
694,287,decide
695,287,security
696,288,newspaper
697,290,area
698,290,ask
699,292,fast
700,293,house
701,293,small
702,293,dark
703,293,necessary
704,294,positive
705,294,him
706,296,special
707,296,he
708,296,manager
709,298,join
710,298,decade
711,298,language
712,298,from
713,299,despite
714,299,difficult
715,299,financial
716,300,word
717,300,see
718,301,dream
719,301,material
720,301,national
721,301,what
722,301,special
723,302,operation
724,302,meeting
725,302,similar
726,302,step
727,302,gas
728,303,serious
729,303,structure
730,303,hard
731,305,buy
732,305,degree
733,305,agency
734,305,door
735,306,enter
736,306,away
737,306,yard
738,306,vote
739,307,tree
740,307,figure
741,307,focus
742,307,bit
743,307,southern
744,308,also
745,309,consider
746,310,leg
747,311,room
748,311,sing
749,311,operation
750,311,partner
751,311,hard
752,312,weight
753,313,season
754,313,participant
755,314,nation
756,316,money
757,316,someone
758,316,game
759,317,scientist
760,317,big
761,317,sister
762,317,boy
763,318,imagine
764,318,TV
765,318,give
766,318,talk
767,318,build
768,319,once
769,319,drive
770,319,like
771,320,speak
772,320,listen
773,321,mention
774,321,heart
775,322,PM
776,322,enough
777,322,whom
778,323,wall
779,323,table
780,323,hot
781,324,debate
782,324,nothing
783,324,so
784,324,brother
785,325,town
786,325,game
787,326,bed
788,327,administration
789,327,environment
790,327,per
791,328,bill
792,328,arm
793,329,plant
794,329,answer
795,330,article
796,330,large
797,330,itself
798,330,wind
799,330,people
800,331,level
801,331,resource
802,333,free
803,333,company
804,333,sea
805,333,allow
806,333,office
807,334,remain
808,334,service
809,337,throw
810,337,until
811,337,international
812,337,window
813,338,score
814,338,only
815,338,establish
816,339,because
817,339,different
818,340,move
819,340,know
820,342,direction
821,344,despite
822,345,contain
823,346,film
824,346,six
825,346,others
826,348,possible
827,348,then
828,348,go
829,348,certain
830,349,believe
831,350,in
832,350,another
833,351,next
834,352,special
835,352,week
836,353,first
837,353,street
838,354,our
839,354,season
840,354,nor
841,354,carry
842,355,chair
843,355,rule
844,356,stage
845,356,job
846,356,sea
847,356,station
848,356,voice
849,357,good
850,358,sure
851,359,system
852,359,note
853,359,bag
854,360,gas
855,360,if
856,360,church
857,360,line
858,360,worry
859,362,region
860,362,seat
861,362,draw
862,362,nothing
863,364,standard
864,364,sometimes
865,364,buy
866,364,catch
867,364,south
868,365,financial
869,365,ground
870,365,write
871,365,thank
872,365,detail
873,366,ability
874,366,seek
875,366,surface
876,366,American
877,366,opportunity
878,368,whether
879,369,floor
880,369,election
881,369,mention
882,369,test
883,369,down
884,370,concern
885,371,including
886,372,anyone
887,372,no
888,372,pattern
889,372,necessary
890,373,always
891,373,ago
892,374,left
893,374,early
894,374,weight
895,374,admit
896,375,argue
897,375,campaign
898,375,interest
899,375,become
900,375,whether
901,376,audience
902,376,senior
903,377,buy
904,377,author
905,377,skin
906,378,old
907,378,feeling
908,378,federal
909,378,wind
910,378,important
911,379,to
912,379,shoulder
913,379,investment
914,379,majority
915,379,here
916,380,book
917,380,admit
918,380,draw
919,380,material
920,381,take
921,381,early
922,381,fear
923,383,town
924,383,enjoy
925,383,think
926,383,happy
927,384,wide
928,384,figure
929,385,two
930,385,day
931,385,out
932,386,friend
933,386,operation
934,386,where
935,388,city
936,388,beyond
937,388,ever
938,390,finish
939,390,seat
940,391,about
941,391,pass
942,391,future
943,392,maintain
944,394,nothing
945,395,start
946,395,alone
947,396,certain
948,396,move
949,396,upon
950,396,early
951,396,force
952,397,let
953,397,song
954,397,brother
955,397,to
956,398,class
957,398,crime
958,398,better
959,398,benefit
960,398,range
961,399,personal
962,399,citizen
963,399,drop
964,400,list
965,400,real
966,400,many
967,401,truth
968,401,home
969,401,whom
970,403,mention
971,403,box
972,403,girl
973,404,certainly
974,404,represent
975,405,drug
976,405,note
977,405,strong
978,405,station
979,406,appear
980,406,across
981,406,industry
982,406,middle
983,406,example
984,407,something
985,407,development
986,407,far
987,408,seek
988,408,position
989,408,name
990,408,role
991,409,decide
992,409,inside
993,409,box
994,410,difficult
995,410,unit
996,411,election
997,411,speech
998,411,would
999,411,least
1000,411,fine
1001,413,painting
1002,413,word
1003,413,style
1004,413,budget
1005,414,least
1006,414,sort
1007,414,economic
1008,415,official
1009,415,church
1010,415,happy
1011,416,rest
1012,416,theory
1013,417,now
1014,420,who
1015,420,lose
1016,420,know
1017,420,edge
1018,421,relationship
1019,421,media
1020,421,site
1021,423,several
1022,424,evidence
1023,424,cause
1024,424,analysis
1025,424,maintain
1026,424,sign
1027,426,foreign
1028,426,laugh
1029,426,to
1030,428,important
1031,428,board
1032,429,minute
1033,429,stand
1034,429,behavior
1035,429,certainly
1036,430,energy
1037,430,traditional
1038,430,special
1039,430,painting
1040,430,religious
1041,431,have
1042,431,half
1043,431,but
1044,431,money
1045,433,hope
1046,433,across
1047,434,gun
1048,436,learn
1049,436,size
1050,436,increase
1051,436,religious
1052,436,name
1053,437,political
1054,437,pretty
1055,437,myself
1056,437,yet
1057,438,need
1058,438,owner
1059,438,forward
1060,438,down
1061,439,car
1062,439,million
1063,439,tend
1064,439,lay
1065,440,send
1066,440,authority
1067,441,safe
1068,442,however
1069,442,whom
1070,442,space
1071,442,industry
1072,443,project
1073,443,method
1074,443,if
1075,443,out
1076,443,ready
1077,445,expert
1078,445,put
1079,446,become
1080,446,without
1081,446,cut
1082,446,out
1083,447,song
1084,447,something
1085,447,degree
1086,447,rise
1087,448,now
1088,449,become
1089,449,TV
1090,449,room
1091,449,large
1092,450,approach
1093,450,least
1094,450,edge
1095,452,lay
1096,453,rich
1097,453,end
1098,454,information
1099,454,shoulder
1100,455,save
1101,455,citizen
1102,456,Congress
1103,456,view
1104,456,letter
1105,456,notice
1106,457,idea
1107,458,American
1108,459,issue
1109,459,rather
1110,459,agent
1111,460,production
1112,461,physical
1113,461,recently
1114,461,return
1115,461,operation
1116,462,open
1117,462,first
1118,462,hold
1119,462,total
1120,462,might
1121,463,establish
1122,463,trip
1123,463,fire
1124,463,act
1125,464,put
1126,465,weight
1127,465,ahead
1128,465,live
1129,465,claim
1130,465,cup
1131,466,crime
1132,467,as
1133,469,official
1134,470,college
1135,471,north
1136,472,though
1137,472,audience
1138,472,traditional
1139,472,popular
1140,472,condition
1141,473,easy
1142,473,region
1143,473,property
1144,473,American
1145,474,everything
1146,474,network
1147,474,nor
1148,475,skin
1149,476,ago
1150,476,information
1151,476,treatment
1152,476,onto
1153,476,attack
1154,477,class
1155,477,would
1156,478,later
1157,478,gas
1158,478,card
1159,480,person
1160,480,laugh
1161,480,music
1162,480,serious
1163,481,history
1164,482,indeed
1165,483,director
1166,483,surface
1167,483,second
1168,484,hair
1169,485,scene
1170,485,rule
1171,486,again
1172,486,while
1173,486,practice
1174,487,course
1175,489,color
1176,489,century
1177,489,kitchen
1178,490,treatment
1179,490,nature
1180,491,report
1181,491,fear
1182,491,catch
1183,491,individual
1184,491,food
1185,492,fact
1186,492,figure
1187,492,relationship
1188,493,laugh
1189,493,knowledge
1190,494,both
1191,494,resource
1192,494,between
1193,494,party
1194,494,population
1195,495,what
1196,496,according
1197,496,measure
1198,496,Republican
1199,496,possible
1200,497,small
1201,497,improve
1202,497,ever
1203,497,day
1204,499,organization
1205,499,lot
1206,499,son
1207,499,foreign
1208,500,speech
1209,500,network
1210,500,card
1211,502,later
1212,502,wear
1213,502,whole
1214,503,change
1215,503,heavy
1216,503,gas
1217,503,politics
1218,503,difference
1219,504,something
1220,506,political
1221,506,positive
1222,506,five
1223,506,drive
1224,506,discussion
1225,507,street
1226,508,among
1227,509,executive
1228,509,process
1229,509,too
1230,511,agent
1231,512,discussion
1232,512,leader
1233,512,a
1234,514,possible
1235,514,friend
1236,514,their
1237,514,science
1238,514,minute
1239,515,reach
1240,515,own
1241,516,pattern
1242,516,far
1243,516,green
1244,516,allow
1245,517,course
1246,518,include
1247,518,happy
1248,519,effect
1249,519,party
1250,519,base
1251,521,themselves
1252,522,standard
1253,522,personal
1254,522,possible
1255,522,much
1256,522,across
1257,523,natural
1258,523,recent
1259,523,country
1260,523,nor
1261,523,term
1262,525,make
1263,525,we
1264,525,task
1265,525,win
1266,529,TV
1267,530,worry
1268,530,wait
1269,530,teacher
1270,530,half
1271,531,along
1272,532,early
1273,533,should
1274,533,day
1275,533,because
1276,533,upon
1277,533,bill
1278,537,free
1279,537,technology
1280,539,tend
1281,539,generation
1282,539,research
1283,539,lay
1284,541,process
1285,541,per
1286,541,none
1287,541,crime
1288,542,green
1289,542,position
1290,542,authority
1291,542,fine
1292,543,three
1293,543,tell
1294,543,enter
1295,543,become
1296,545,newspaper
1297,545,imagine
1298,545,explain
1299,545,camera
1300,545,threat
1301,546,power
1302,546,claim
1303,546,work
1304,547,feeling
1305,547,watch
1306,547,across
1307,547,task
1308,547,rule
1309,548,population
1310,549,ask
1311,549,somebody
1312,550,significant
1313,550,become
1314,550,none
1315,553,father
1316,553,someone
1317,553,establish
1318,553,character
1319,553,discussion
1320,554,difficult
1321,555,him
1322,555,true
1323,555,degree
1324,555,maintain
1325,556,difference
1326,558,voice
1327,558,admit
1328,558,radio
1329,558,night
1330,559,crime
1331,559,several
1332,559,store
1333,559,phone
1334,559,mind
1335,560,consider
1336,560,economic
1337,560,watch
1338,560,account
1339,560,it
1340,561,middle
1341,562,check
1342,562,science
1343,563,teach
1344,563,truth
1345,563,away
1346,564,increase
1347,564,board
1348,565,focus
1349,565,present
1350,565,number
1351,565,scientist
1352,566,seat
1353,566,mind
1354,567,high
1355,567,news
1356,567,indeed
1357,567,position
1358,569,down
1359,569,part
1360,569,knowledge
1361,569,within
1362,569,address
1363,570,box
1364,570,service
1365,571,face
1366,571,study
1367,571,run
1368,572,young
1369,574,environment
1370,574,policy
1371,574,certain
1372,575,conference
1373,575,probably
1374,576,vote
1375,576,occur
1376,576,world
1377,577,perhaps
1378,578,everything
1379,578,training
1380,579,adult
1381,580,owner
1382,580,maybe
1383,582,collection
1384,582,after
1385,582,brother
1386,582,else
1387,583,place
1388,584,person
1389,584,college
1390,585,difference
1391,585,east
1392,585,star
1393,585,movement
1394,585,sell
1395,587,available
1396,587,exactly
1397,587,authority
1398,587,pick
1399,588,still
1400,588,many
1401,589,individual
1402,590,table
1403,590,work
1404,590,fund
1405,590,cell
1406,591,moment
1407,592,the
1408,592,church
1409,593,research
1410,593,fire
1411,593,then
1412,593,when
1413,593,build
1414,595,two
1415,599,which
1416,599,coach
1417,599,yet
1418,599,film
1419,601,north
1420,601,wear
1421,601,his
1422,602,international
1423,602,history
1424,602,with
1425,602,sense
1426,603,bring
1427,603,increase
1428,603,daughter
1429,603,party
1430,603,go
1431,604,describe
1432,604,catch
1433,605,keep
1434,605,world
1435,605,career
1436,605,finally
1437,605,especially
1438,606,young
1439,606,hot
1440,606,many
1441,606,before
1442,607,may
1443,608,cut
1444,608,clear
1445,608,field
1446,608,consider
1447,609,story
1448,609,decision
1449,609,finally
1450,609,worry
1451,610,teacher
1452,610,performance
1453,610,suddenly
1454,610,consumer
1455,611,wife
1456,611,music
1457,611,degree
1458,612,we
1459,612,by
1460,612,someone
1461,613,quite
1462,613,enough
1463,613,weight
1464,613,special
1465,616,parent
1466,616,begin
1467,616,break
1468,616,real
1469,616,watch
1470,617,choice
1471,618,cup
1472,618,perhaps
1473,618,of
1474,619,show
1475,619,admit
1476,619,dinner
1477,620,health
1478,620,standard
1479,620,generation
1480,621,management
1481,621,difference
1482,621,hospital
1483,621,note
1484,622,girl
1485,622,attention
1486,623,power
1487,623,culture
1488,624,yard
1489,624,tend
1490,624,skin
1491,624,general
1492,625,fly
1493,625,dinner
1494,626,if
1495,626,account
1496,627,case
1497,627,thought
1498,627,happy
1499,627,fear
1500,627,piece
1501,629,machine
1502,630,important
1503,630,measure
1504,630,reach
1505,630,case
1506,631,town
1507,631,vote
1508,631,news
1509,631,street
1510,632,executive
1511,633,must
1512,633,mother
1513,635,conference
1514,635,he
1515,635,clearly
1516,636,need
1517,636,shoulder
1518,636,available
1519,636,already
1520,637,with
1521,637,president
1522,638,quickly
1523,639,cell
1524,639,add
1525,639,success
1526,640,official
1527,640,discussion
1528,641,wife
1529,641,rather
1530,642,food
1531,642,while
1532,643,face
1533,643,stuff
1534,643,bank
1535,646,year
1536,646,significant
1537,646,rise
1538,646,hundred
1539,646,ahead
1540,647,stock
1541,647,space
1542,647,everything
1543,647,night
1544,647,analysis
1545,650,continue
1546,650,decision
1547,650,feeling
1548,650,course
1549,650,home
1550,651,worry
1551,651,more
1552,652,send
1553,652,rule
1554,652,special
1555,653,event
1556,653,agreement
1557,653,newspaper
1558,653,along
1559,655,network
1560,655,really
1561,655,low
1562,655,how
1563,656,when
1564,656,drop
1565,656,avoid
1566,656,matter
1567,656,figure
1568,657,true
1569,657,wear
1570,657,agency
1571,658,beyond
1572,658,pay
1573,658,senior
1574,658,short
1575,659,cost
1576,659,bag
1577,659,trouble
1578,659,next
1579,660,identify
1580,660,night
1581,661,our
1582,661,popular
1583,661,beyond
1584,661,four
1585,661,down
1586,662,knowledge
1587,662,already
1588,662,though
1589,662,daughter
1590,662,current
1591,663,enter
1592,663,policy
1593,664,amount
1594,664,interview
1595,665,name
1596,665,seek
1597,665,short
1598,665,technology
1599,665,current
1600,666,floor
1601,666,take
1602,667,each
1603,667,hit
1604,667,mission
1605,667,reflect
1606,667,become
1607,669,husband
1608,669,bed
1609,669,style
1610,669,find
1611,669,school
1612,670,cold
1613,670,politics
1614,670,or
1615,670,consumer
1616,671,part
1617,671,discover
1618,671,rather
1619,671,lose
1620,671,they
1621,672,small
1622,672,agency
1623,673,case
1624,673,type
1625,673,doctor
1626,673,information
1627,673,light
1628,674,society
1629,674,suddenly
1630,674,mind
1631,674,ability
1632,674,finish
1633,675,draw
1634,675,never
1635,676,hair
1636,676,beautiful
1637,676,threat
1638,678,left
1639,678,audience
1640,678,candidate
1641,678,benefit
1642,679,difference
1643,679,return
1644,679,member
1645,680,art
1646,681,become
1647,681,next
1648,682,various
1649,682,enough
1650,682,religious
1651,683,approach
1652,684,company
1653,684,PM
1654,684,never
1655,684,price
1656,685,debate
1657,685,situation
1658,685,artist
1659,685,hospital
1660,686,born
1661,686,story
1662,686,foreign
1663,686,voice
1664,687,we
1665,687,I
1666,688,five
1667,688,idea
1668,688,system
1669,688,matter
1670,689,yeah
1671,689,its
1672,689,cup
1673,689,help
1674,691,this
1675,692,economy
1676,692,four
1677,692,news
1678,694,door
1679,694,almost
1680,694,family
1681,694,us
1682,696,blood
1683,696,lead
1684,697,our
1685,697,computer
1686,698,would
1687,698,major
1688,698,room
1689,700,get
1690,700,network
1691,701,condition
1692,701,PM
1693,702,little
1694,702,certain
1695,702,like
1696,703,generation
1697,703,theory
1698,703,great
1699,704,center
1700,705,whole
1701,706,order
1702,706,chair
1703,706,our
1704,706,world
1705,707,other
1706,707,want
1707,707,government
1708,707,walk
1709,707,number
1710,708,reason
1711,708,popular
1712,708,success
1713,708,woman
1714,708,clearly
1715,709,stage
1716,709,move
1717,709,speech
1718,709,me
1719,709,many
1720,710,parent
1721,711,decide
1722,711,we
1723,711,open
1724,712,increase
1725,712,attention
1726,712,trip
1727,712,toward
1728,713,should
1729,713,war
1730,713,police
1731,713,join
1732,713,but
1733,714,total
1734,714,person
1735,714,those
1736,715,draw
1737,715,miss
1738,715,into
1739,715,your
1740,715,fear
1741,716,green
1742,717,pull
1743,717,impact
1744,717,western
1745,717,budget
1746,718,you
1747,718,choose
1748,718,three
1749,718,people
1750,718,really
1751,720,push
1752,720,feeling
1753,720,task
1754,720,sign
1755,721,game
1756,722,exist
1757,722,at
1758,722,culture
1759,722,because
1760,723,sure
1761,723,mother
1762,723,response
1763,723,as
1764,723,north
1765,724,family
1766,724,hear
1767,724,itself
1768,724,doctor
1769,725,open
1770,725,huge
1771,726,arm
1772,726,word
1773,726,seem
1774,726,reflect
1775,726,truth
1776,727,minute
1777,727,answer
1778,727,produce
1779,727,carry
1780,727,dog
1781,728,trip
1782,729,set
1783,730,product
1784,730,material
1785,730,list
1786,730,medical
1787,731,manage
1788,731,window
1789,732,course
1790,733,return
1791,733,stay
1792,733,out
1793,733,third
1794,733,news
1795,734,project
1796,734,fill
1797,734,stuff
1798,734,middle
1799,736,final
1800,736,well
1801,736,owner
1802,737,finally
1803,737,central
1804,737,recognize
1805,737,rule
1806,738,certain
1807,739,glass
1808,739,business
1809,739,area
1810,739,raise
1811,739,feel
1812,740,up
1813,740,can
1814,740,start
1815,740,then
1816,740,situation
1817,742,a
1818,742,after
1819,743,act
1820,744,star
1821,744,understand
1822,745,force
1823,745,part
1824,746,order
1825,746,best
1826,746,military
1827,746,market
1828,749,history
1829,749,green
1830,749,respond
1831,749,stock
1832,750,receive
1833,750,all
1834,753,discuss
1835,753,Republican
1836,753,decade
1837,753,always
1838,754,field
1839,754,hear
1840,754,weight
1841,754,impact
1842,755,lawyer
1843,755,truth
1844,755,to
1845,756,race
1846,757,mean
1847,757,ball
1848,757,board
1849,758,low
1850,758,note
1851,758,specific
1852,758,best
1853,759,either
1854,759,their
1855,759,treat
1856,759,production
1857,759,face
1858,760,catch
1859,760,detail
1860,760,bed
1861,760,follow
1862,761,area
1863,762,determine
1864,762,beyond
1865,763,drive
1866,764,rich
1867,764,letter
1868,764,sit
1869,765,top
1870,765,from
1871,767,hear
1872,767,several
1873,767,old
1874,767,particular
1875,767,defense
1876,770,contain
1877,770,second
1878,770,edge
1879,772,beat
1880,772,available
1881,772,space
1882,772,form
1883,772,into
1884,773,television
1885,773,entire
1886,773,what
1887,777,or
1888,777,management
1889,777,probably
1890,777,shake
1891,778,himself
1892,778,station
1893,778,leg
1894,779,thousand
1895,779,respond
1896,779,activity
1897,779,difference
1898,779,the
1899,780,world
1900,780,increase
1901,780,party
1902,780,crime
1903,780,break
1904,781,represent
1905,781,common
1906,781,what
1907,781,art
1908,781,walk
1909,782,attention
1910,782,test
1911,782,option
1912,782,open
1913,783,with
1914,783,pay
1915,783,establish
1916,783,camera
1917,784,friend
1918,784,wall
1919,785,air
1920,786,mission
1921,787,add
1922,787,particularly
1923,788,food
1924,788,chair
1925,788,soldier
1926,789,history
1927,789,idea
1928,789,price
1929,789,care
1930,790,home
1931,790,what
1932,790,wall
1933,790,organization
1934,790,item
1935,791,medical
1936,791,guess
1937,791,fish
1938,791,attorney
1939,791,wait
1940,792,participant
1941,792,interest
1942,792,experience
1943,792,product
1944,793,certain
1945,793,know
1946,793,cold
1947,793,industry
1948,793,listen
1949,794,director
1950,794,last
1951,794,throughout
1952,794,resource
1953,794,surface
1954,795,well
1955,796,into
1956,796,heart
